name,constellation,RA_hour,RA_min,RA_sec,dec_deg,dec_min,dec_sec,magnitude,LY_distance
16 Lac,Lacerta,22,56,23.63,+41,36,14.0,5.60,1203
6 Lac,Lacerta,22,30,29.26,+43,07,24.2,4.52,1370
12 Lac,Lacerta,22,41,28.65,+40,13,31.7,5.25,1393
V424 Lac,Lacerta,22,56,26.00,+49,44,00.8,4.99,1874
4 Lac,Lacerta,22,24,31.00,+49,28,35.0,4.55,2117
V399 Lac,Lacerta,22,07,25.59,+53,18,26.8,6.17,7643.07
HD 216756,Lacerta,22,55,02.58,+37,04,36.5,5.91,134
AR Lac,Lacerta,22,08,40.86,+45,44,31.7,6.11,137
HD 212487,Lacerta,22,23,54.06,+38,34,23.9,6.18,170
HD 211797,Lacerta,22,18,56.17,+37,46,09.0,6.19,215
HD 209993,Lacerta,22,06,12.25,+45,14,55.3,6.19,323
HD 215030,Lacerta,22,41,35.94,+41,32,56.3,5.93,323
HD 214878,Lacerta,22,40,18.40,+53,50,45.5,5.94,344
HD 214279,Lacerta,22,35,51.98,+56,04,14.1,6.37,351
V350 Lac,Lacerta,22,30,06.53,+49,21,23.3,6.41,399
HD 214558,Lacerta,22,38,17.41,+45,10,58.6,6.38,522
HD 216057,Lacerta,22,48,47.88,+54,24,53.6,6.14,601
HD 213660,Lacerta,22,32,26.37,+39,46,47.1,5.88,628
HD 213720,Lacerta,22,32,18.69,+54,02,13.2,6.41,633
HD 215359,Lacerta,22,44,05.21,+39,27,55.5,5.93,647
HD 214313,Lacerta,22,36,48.69,+35,39,08.7,6.28,700
V405 Lac,Lacerta,22,21,50.86,+42,04,41.4,6.38,715
HD 214714,Lacerta,22,39,34.32,+37,35,34.1,6.03,903
HR 8421,Lacerta,22,05,16.52,+46,44,41.6,6.16,962
14 Lac,Lacerta,22,50,21.77,+41,57,12.3,5.91,1087
HD 210289,Lacerta,22,08,16.28,+49,47,49.2,6.41,1113
HD 215159,Lacerta,22,42,20.81,+53,54,31.6,6.14,1190
V377 Lac,Lacerta,22,53,11.37,+40,10,02.6,6.33,1268
HD 212978,Lacerta,22,27,26.50,+39,48,36.1,6.16,1364
HD 217101,Lacerta,22,57,40.74,+39,18,31.6,6.17,1364
HD 216206,Lacerta,22,50,10.09,+50,40,36.9,6.23,1638
HD 212071,Lacerta,22,20,39.52,+50,58,50.9,6.40,1646
HD 214240,Lacerta,22,35,53.38,+50,04,14.8,6.29,1655
HD 209961,Lacerta,22,05,51.22,+48,13,53.4,6.26,1964
HD 215242,Lacerta,22,43,04.32,+47,10,07.5,6.39,3705
BG Lac,Lacerta,22,00,25.14,+43,26,43.3,8.59,5871.51
HD 213918,Lacerta,22,34,07.28,+39,20,07.9,8.68,1609.29
HD 216536,Lacerta,22,35,48.0,+44,28,40,9.23,0
IRAS 22223+4327,Lacerta,22,24,31.43,+43,43,10.9,9.69,9808.39
IRAS 22272+5435,Lacerta,22,29,10.37,+54,51,06.4,9.00,4754.55
SAO 51891,Lacerta,22,20,07.03,+49,30,11.8,8.57,112.19
V Lac,Lacerta,22,48,38.00,+56,19,17.5,8.89,6902.96
EV Lac,Lacerta,22,46,49.73,+44,20,02.4,8.28,16.699
SW Lac,Lacerta,22,53,41.66,+37,56,18.6,8.51,236.4
8 Lac B,Lacerta,22,35,52.10,+39,37,41.4,6.60,252
HD 212334,Lacerta,22,22,50.28,+36,39,32.1,6.45,436
ADS 16402 B,Lacerta,22,57,46.83,+38,40,29.8,9.87,453
HK Lac,Lacerta,22,04,56.61,+47,14,04.5,6.96,531
HD 215473,Lacerta,22,44,52.97,+39,12,03.9,6.47,695
HD 209932,Lacerta,22,05,50.44,+45,06,45.0,6.50,698
CM Lac,Lacerta,22,00,04.45,+44,33,07.7,8.21,741
HD 216523,Lacerta,22,52,52.23,+50,24,44.2,6.46,791
RT Lac,Lacerta,22,01,30.74,+43,53,25.6,8.84,825
HD 211660,Lacerta,22,17,28.31,+49,07,37.0,6.46,898
HD 215518,Lacerta,22,44,49.12,+52,31,01.9,6.43,953
HD 215191,Lacerta,22,42,55.45,+37,48,09.9,6.43,1203
V364 Lac,Lacerta,22,52,40.81,+38,44,44.6,8.36,1410
S Lac,Lacerta,22,29,00.91,+40,18,55.8,7.60,1640
Z Lac,Lacerta,22,40,52.15,+56,49,46.1,8.57,1730
HD 212883,Lacerta,22,26,45.56,+37,26,37.4,6.46,1929
RR Lac,Lacerta,22,41,26.53,+56,25,58.0,8.87,2090
U Lac,Lacerta,22,47,43.43,+55,09,30.3,9.40,2880
X Lac,Lacerta,22,49,03.18,+56,25,41.5,8.42,3900
HD 215441,Lacerta,22,44,07.51,+55,35,21.2,8.81,5100
AW Lac,Lacerta,22,17,57.89,+54,28,02.3,10.95,16433.30
CO Lac,Lacerta,22,46,30.00,+56,49,31.6,10.40,3213.98
CZ Lac,Lacerta,22,19,30.77,+51,28,14.9,10.77,4284.95
PP Lac,Lacerta,22,42,38.66,+53,25,02.8,11.85,1045.81
PSR B2217+47,Lacerta,22,19,48.14,+47,54,53.9,,0
RW Lac,Lacerta,22,44,57.10,+49,39,27.6,10.81,679.09
V345 Lac,Lacerta,22,18,43.34,+54,40,33.4,11.32,13566.99
VX Lac,Lacerta,22,41,00.56,+38,19,20.0,10.51,1428.50
VY Lac,Lacerta,22,49,59.13,+49,00,16.0,10.13,0
HAT-P-40,Lacerta,22,22,03.0,+45,27,27,11.7,1634
DE Lac,Lacerta,22,10,07.77,+40,55,10.6,10.43,2490
SS Lac,Lacerta,22,04,41.55,+46,25,38.1,10.12,3300
11 LMi,Leo Minor,09,35,40.03,+35,48,38.8,5.39,36
20 LMi,Leo Minor,10,01,01.02,+31,55,29.0,5.37,49
21 LMi,Leo Minor,10,07,25.73,+35,14,40.9,4.49,91
19 LMi,Leo Minor,09,57,41.05,+41,03,20.3,5.10,94
46 LMi,Leo Minor,10,53,18.64,+34,12,56.0,3.79,98
Beta LMi,Leo Minor,10,27,53.09,+36,42,26.9,4.20,146
40 LMi,Leo Minor,10,43,01.95,+26,19,32.5,5.51,148
35 LMi,Leo Minor,10,36,21.39,+36,19,37.2,6.29,151
38 LMi,Leo Minor,10,39,07.80,+37,54,36.4,5.84,159
13 LMi,Leo Minor,09,42,42.75,+35,05,36.6,6.12,174
10 LMi,Leo Minor,09,34,13.38,+36,23,51.4,4.54,176
HD 87822,Leo Minor,10,08,15.94,+31,36,15.4,6.23,206
30 LMi,Leo Minor,10,25,54.87,+33,47,46.5,4.72,207
41 LMi,Leo Minor,10,43,25.03,+23,11,18.2,5.08,207
27 LMi,Leo Minor,10,23,06.34,+33,54,29.4,5.89,230
33 LMi,Leo Minor,10,31,51.36,+32,22,46.3,5.90,245
44 LMi,Leo Minor,10,49,53.73,+27,58,25.9,6.05,254
23 LMi,Leo Minor,10,16,14.48,+29,18,38.0,5.49,257
42 LMi,Leo Minor,10,45,51.91,+30,40,56.6,5.36,377
48 LMi,Leo Minor,10,54,42.20,+25,29,26.6,6.19,405
28 LMi,Leo Minor,10,24,08.61,+33,43,06.7,5.52,409
9 LMi,Leo Minor,09,33,30.33,+36,29,13.3,6.19,414
8 LMi,Leo Minor,09,31,32.45,+35,06,12.6,5.40,436
37 LMi,Leo Minor,10,38,43.21,+31,58,34.4,4.68,474
7 LMi,Leo Minor,09,30,43.23,+33,39,21.0,5.87,515
34 LMi,Leo Minor,10,33,30.93,+34,59,19.3,5.57,528
43 LMi,Leo Minor,10,48,57.28,+29,24,58.1,6.15,598
HD 88231,Leo Minor,10,11,12.79,+37,24,07.1,5.86,603
RX LMi,Leo Minor,10,42,11.27,+31,41,49.4,6.02,743
32 LMi,Leo Minor,10,30,06.46,+38,55,30.5,5.79,760
RZ LMi,Leo Minor,09,51,48.94,+34,07,23.9,,2156.12
V LMi,Leo Minor,10,25,25.59,+28,47,07.7,11.98,6113.61
WX LMi,Leo Minor,10,27,27.52,+38,45,04.2,,0
HD 87883,Leo Minor,10,08,43.14,+34,14,32.1,7.56,59
24 LMi,Leo Minor,10,16,28.12,+28,40,57.7,6.46,104
51 LMi,Leo Minor,11,05,15.73,+25,12,07.4,7.60,195
50 LMi,Leo Minor,10,56,34.44,+25,30,00.9,6.36,282
HD 89993,Leo Minor,10,23,41.76,+29,36,57.2,6.36,374
HD 82886,Leo Minor,09,35,45,+34,46,51,7.78,408
29 LMi,Leo Minor,10,25,45.00,+35,25,32.1,6.49,413
VW LMi,Leo Minor,11,02,51.91,+30,24,54.7,8.06,436
HD 88161,Leo Minor,10,10,58.98,+40,39,41.8,6.34,596
T LMi,Leo Minor,09,48,28.46,+33,17,19.6,11.06,682
22 LMi,Leo Minor,10,15,06.36,+31,28,05.1,6.47,763
RT LMi,Leo Minor,09,49,48.32,+34,27,15.4,11.35,1060
R LMi,Leo Minor,09,45,34.28,+34,30,42.8,6.30,1130
16 LMi,Leo Minor,09,50,13.87,+39,37,54.1,6.64,1156
36 LMi,Leo Minor,10,37,52.28,+34,04,43.0,6.42,1185
HD 93521,Leo Minor,10,48,23.51,+37,34,13.1,7.03,3800
Gamma Lep,Lepus,05,44,27.97,+22,26,51.0,3.59,29
Eta Lep,Lepus,05,56,24.32,+14,10,04.9,3.71,49
Zeta Lep,Lepus,05,46,57.35,+14,49,19.0,3.55,70
Delta Lep,Lepus,05,51,19.15,+20,52,39.0,3.76,112
HD 34538,Lepus,05,17,40.25,+13,31,10.9,5.48,158
Beta Lep,Lepus,05,28,14.73,+20,45,33.2,2.81,159
Theta Lep,Lepus,06,06,09.33,+14,56,07.0,4.67,170
Mu Lep,Lepus,05,12,55.87,+16,12,19.5,3.29,184
HD 32667,Lepus,05,03,53.26,+24,23,17.0,5.61,196
HD 32309,Lepus,05,01,25.56,+20,03,06.8,4.91,209
HD 42341,Lepus,06,09,34.53,+14,35,04.9,5.56,212
Epsilon Lep,Lepus,05,05,27.65,+22,22,15.1,3.19,227
Iota Lep,Lepus,05,12,17.89,+11,52,08.9,4.45,241
HD 32436,Lepus,05,02,09.77,+26,16,29.4,5.01,242
HD 42301,Lepus,06,08,57.87,+22,25,38.2,5.49,255
10 Lep,Lepus,05,31,07.62,+20,51,48.8,5.53,272
HD 34310,Lepus,05,15,24.37,+26,56,36.4,5.06,272
HD 35162,Lepus,05,21,46.27,+24,46,22.6,5.06,294
HD 39070,Lepus,05,49,36.55,+14,29,00.8,5.49,310
Nu Lep,Lepus,05,19,59.03,+12,18,56.2,5.29,332
HD 41312,Lepus,06,03,15.56,+26,17,05.1,5.03,388
RX Lep,Lepus,05,11,22.85,+11,50,57.2,5.60,447
HD 34968,Lepus,05,20,26.91,+21,14,23.1,4.70,459
HD 41841,Lepus,06,06,32.10,+23,06,38.8,5.46,475
Kappa Lep,Lepus,05,13,13.89,+12,56,28.6,4.36,559
19 Lep,Lepus,06,07,41.63,+19,09,57.6,5.28,710
17 Lep,Lepus,06,04,59.13,+16,29,03.9,4.92,1069
Lambda Lep,Lepus,05,19,34.53,+13,10,36.4,4.29,1076
Alpha Lep,Lepus,05,32,43.81,+17,49,20.3,2.58,1283
8 Lep,Lepus,05,23,30.16,+13,55,38.5,5.25,1811
HD 38392,Lepus,05,44,26.50,+22,25,18.0,6.15,0
HD 34721,Lepus,05,18,50.24,+18,07,48.7,5.96,81
HD 35850,Lepus,05,27,04.75,+11,54,03.0,6.30,87
HD 33093,Lepus,05,07,24.88,+12,29,27.6,5.97,118
HD 35736,Lepus,05,25,59.82,+19,41,43.3,5.78,140
HD 31925,Lepus,04,59,01.44,+16,22,34.8,5.65,141
HD 42443,Lepus,06,09,47.91,+22,46,28.2,5.71,176
HD 40745,Lepus,06,00,17.66,+12,53,59.7,6.21,195
HD 37306,Lepus,05,37,08.76,+11,46,31.7,6.10,215
HD 35505,Lepus,05,24,28.47,+16,58,32.7,5.64,220
HD 38206,Lepus,05,43,21.66,+18,33,26.8,5.73,226
HD 32890,Lepus,05,05,16.19,+26,09,08.1,5.71,240
HD 34045,Lepus,05,13,59.94,+14,36,24.7,6.22,245
HD 40151,Lepus,05,56,14.20,+22,50,24.2,5.95,292
HD 42621,Lepus,06,10,34.69,+27,09,15.1,5.72,331
HD 32996,Lepus,05,06,36.73,+13,07,21.6,6.04,363
HD 40972,Lepus,06,01,13.11,+25,25,03.8,6.04,363
HD 35991,Lepus,05,27,36.49,+21,22,32.8,6.08,380
HD 41125,Lepus,06,02,33.81,+14,29,49.9,6.20,434
HD 42486,Lepus,06,09,47.16,+26,42,04.0,6.27,435
HD 39385,Lepus,05,51,28.62,+22,55,36.6,6.16,443
1 Lep,Lepus,05,02,44.94,+22,47,42.3,5.74,524
HD 38054,Lepus,05,42,14.49,+17,31,49.4,6.15,597
HD 39190,Lepus,05,49,53.51,+22,58,18.9,5.87,610
HD 38713,Lepus,05,47,07.81,+16,14,17.0,6.18,664
HD 42729,Lepus,06,11,13.66,+26,28,55.6,6.08,675
HD 39853,Lepus,05,54,43.59,+11,46,27.3,5.62,746
12 Lep,Lepus,05,42,13.96,+22,22,25.5,5.88,765
YY Lep,Lepus,06,06,57.52,+21,48,44.2,5.74,931
HD 37971,Lepus,05,41,41.51,+16,43,33.0,6.22,1221
RS Lep,Lepus,05,59,18.42,+20,13,25.1,9.88,0
Gliese 229,Lepus,06,10,34.62,+21,51,52.7,8.14,19
HD 32450,Lepus,05,02,28.42,+21,15,23.9,8.32,27.961
HD 38382,Lepus,05,44,28.41,+20,07,36.0,6.34,83
HD 33095,Lepus,05,07,09.78,+19,23,33.1,6.47,123
HD 31527,Lepus,04,55,38,+23,14,31,7.48,126
HD 35386,Lepus,05,23,11.98,+26,42,19.8,6.49,171
HD 33283,Lepus,05,08,01.01,+26,47,50.9,8.05,282
HD 33844,Lepus,05,12,36.08,+14,57,04.27,7.30,329
4 Mon,Lepus,06,08,25.39,+11,08,46.6,6.90,342
HD 42327,Lepus,06,09,20.20,+18,07,34.8,6.36,410
HD 33142,Lepus,05,07,36,+13,59,11,8.13,411
HD 42659,Lepus,06,11,21.75,+15,47,35.0,6.77,429
HD 35137,Lepus,05,21,55.31,+17,36,13.1,6.47,461
HD 40235,Lepus,05,56,34.43,+23,12,55.4,6.37,499
WASP-49,Lepus,06,04,21.47,+16,57,55,11.35,638
RY Lep,Lepus,05,48,10.25,+20,01,25.0,8.25,647
HD 33238,Lepus,05,08,13.26,+15,05,43.3,6.38,710
HD 37847,Lepus,05,40,39.72,+20,17,55.6,7.00,720
HD 33667,Lepus,05,10,44.59,+25,54,37.9,6.40,724
HD 33162,Lepus,05,07,49.82,+12,35,32.8,6.33,763
HD 34798,Lepus,05,19,17.44,+18,31,11.8,6.37,791
HD 34797,Lepus,05,19,18.31,+18,30,34.4,6.54,799
HD 34318,Lepus,05,16,10.56,+11,21,09.2,6.45,838
S Lep,Lepus,06,05,45.54,+24,11,43.9,6.74,898
HD 37643,Lepus,05,39,16.23,+17,50,57.9,6.40,1304
HD 32612,Lepus,05,03,52.12,+14,22,12.9,6.42,1320
R Lep,Lepus,04,59,36.50,+14,48,21.0,7.71,1350
U Lep,Lepus,04,56,17.99,+21,13,02.0,10.52,1910
T Lep,Lepus,05,04,50.85,+21,54,16.5,7.40,2670
Alpha1 Lib,Libra,14,50,41.26,+15,59,49.5,5.15,77
Alpha2 Lib,Libra,14,50,52.78,+16,02,29.8,2.75,77
16 Lib,Libra,14,57,11.06,+04,20,45.9,4.47,91
37 Lib,Libra,15,34,10.52,+10,03,50.3,4.61,94
Epsilon Lib,Libra,15,24,11.93,+10,19,18.8,4.92,106
49 Lib,Libra,16,00,19.98,+16,31,56.6,5.47,107
Eta Lib,Libra,15,44,04.42,+15,40,21.6,5.41,147
Gamma Lib,Libra,15,35,31.54,+14,47,22.4,3.91,152
Beta Lib,Libra,15,17,00.47,+09,22,58.3,2.61,160
Theta Lib,Libra,15,53,49.48,+16,43,46.6,4.13,163
Upsilon Lib,Libra,15,37,01.46,+28,08,06.3,3.60,195
11 Lib,Libra,14,51,01.02,+02,17,55.9,4.93,216
HD 138413,Libra,15,32,36.71,+19,40,13.3,5.50,227
Mu Lib,Libra,14,49,19.09,+14,08,56.3,5.32,235
Sigma Lib,Libra,15,04,04.26,+25,16,54.7,3.25,292
Delta Lib,Libra,15,00,58.39,+08,31,08.2,4.91,304
41 Lib,Libra,15,38,54.51,+19,18,06.2,5.36,340
HR 5780,Libra,15,34,26.53,+09,11,00.1,5.16,351
Lambda Lib,Libra,15,53,20.06,+20,10,01.2,5.03,356
36 Lib,Libra,15,34,37.31,+28,02,48.9,5.13,369
Iota1 Lib,Libra,15,12,13.31,+19,47,29.9,4.54,376
42 Lib,Libra,15,40,16.91,+23,49,05.0,4.97,381
12 Lib,Libra,14,54,20.14,+24,38,31.7,5.27,384
HD 126218,Libra,14,24,48.66,+24,48,22.6,5.34,400
Kappa Lib,Libra,15,41,56.82,+19,40,42.9,4.75,400
Tau Lib,Libra,15,38,39.38,+29,46,39.7,3.66,445
48 Lib,Libra,15,58,11.38,+14,16,45.5,4.95,513
Xi2 Lib,Libra,14,56,46.11,+11,24,35.0,5.48,538
HD 132833,Libra,15,01,19.81,+02,45,17.5,5.52,564
Nu Lib,Libra,15,06,37.62,+16,15,24.3,5.19,765
Gliese 570,Libra,14,57,27.35,+21,24,55.7,5.72,19
HD 128429,Libra,14,36,59.80,+12,18,19.1,6.20,88
HD 132375,Libra,14,58,52.99,+04,59,20.4,6.08,114
30 Ser,Libra,15,48,56.81,+03,49,06.7,5.53,160
HD 142703,Libra,15,56,33.33,+14,49,45.7,6.12,173
Omicron Lib,Libra,15,21,01.36,+15,32,54.2,6.14,178
HD 133670,Libra,15,06,27.10,+22,01,54.1,6.13,195
Iota2 Lib,Libra,15,13,19.22,+19,38,50.8,6.07,219
HD 136479,Libra,15,21,07.64,+05,49,29.4,5.54,269
HD 139254,Libra,15,37,48.06,+23,08,29.5,5.79,272
HD 139329,Libra,15,38,16.24,+21,00,58.2,5.82,292
18 Lib,Libra,14,58,53.64,+11,08,37.9,5.88,316
HD 130557,Libra,14,48,54.10,+00,50,51.7,6.15,353
Xi1 Lib,Libra,14,54,22.91,+11,53,54.0,5.78,365
HD 129944,Libra,14,46,06.75,+23,09,10.3,5.80,366
4 Lib,Libra,14,43,13.57,+24,59,51.8,5.70,409
HD 134373,Libra,15,10,18.65,+26,19,57.4,5.75,450
50 Lib,Libra,16,00,47.64,+08,24,40.8,5.53,459
HD 135534,Libra,15,16,23.03,+22,23,57.9,5.52,500
Zeta3 Lib,Libra,15,30,40.39,+16,36,34.0,5.82,564
HD 139160,Libra,15,37,28.51,+26,16,47.3,6.19,600
HD 136956,Libra,15,23,52.26,+12,22,09.9,5.72,603
47 Lib,Libra,15,55,00.37,+19,22,58.4,5.95,623
28 Lib,Libra,15,20,53.68,+18,09,30.6,6.16,631
Zeta4 Lib,Libra,15,32,55.23,+16,51,10.1,5.53,769
Zeta1 Lib,Libra,15,28,15.40,+16,42,59.1,5.64,908
HD 135051,Libra,15,13,53.32,+26,11,36.8,5.84,918
HD 130529,Libra,14,49,18.76,+24,15,05.3,5.68,1113
26 Lib,Libra,15,14,33.77,+17,46,06.7,6.18,1283
HD 130157,Libra,14,47,13.66,+21,19,29.6,6.05,1863
HD 139461,Libra,15,38,40.07,+08,47,29.1,6.45,81
23 Lib,Libra,15,13,28.93,+25,18,33.0,6.45,84
HD 129980,Libra,14,46,10.92,+21,10,32.6,6.43,138
HD 137798,Libra,15,28,58.69,+28,52,00.5,6.43,198
HD 142640,Libra,15,56,14.41,+14,23,57.2,6.32,208
HD 140722,Libra,15,46,12.89,+28,03,41.1,6.49,222
HD 138105,Libra,15,30,36.25,+20,43,42.5,6.20,234
HD 138268,Libra,15,31,43.45,+20,09,53.4,6.28,239
HD 126251,Libra,14,24,40.90,+11,40,10.7,6.49,293
HD 139518,Libra,15,39,21.39,+23,09,00.6,6.33,306
HD 133112,Libra,15,02,44.9,+03,01,53,6.60,323
2 Lib,Libra,14,23,25.63,+11,42,50.0,6.22,330
HD 138488,Libra,15,33,09.53,+24,29,25.2,6.26,331
HD 130325,Libra,14,47,54.92,+12,50,23.2,6.34,361
17 Lib,Libra,14,58,13.42,+11,09,17.1,6.61,376
HD 140301,Libra,15,43,24.86,+15,02,34.8,6.30,411
HD 134946,Libra,15,13,17.43,+24,00,29.8,6.47,412
22 Lib,Libra,15,06,49.10,+16,29,03.6,6.41,413
HD 136646,Libra,15,22,45.19,+29,20,30.9,6.50,443
HD 126363,Libra,14,25,17.63,+13,21,11.4,6.49,520
HD 134758,Libra,15,12,12.04,+19,06,23.1,6.49,555
HD 139290,Libra,15,38,15.80,+28,12,23.8,6.32,562
HD 132953,Libra,15,02,08.59,+07,34,31.1,6.38,580
HD 127964,Libra,14,34,50.72,+20,26,21.8,6.49,613
HD 141853,Libra,15,51,38.41,+14,08,00.8,6.20,692
30 Lib,Libra,15,23,01.78,+15,08,02.7,6.46,780
HD 135367,Libra,15,14,50.61,+05,30,09.3,6.28,911
10 Lib,Libra,14,51,51.31,+18,21,19.2,6.27,913
HD 140986,Libra,15,46,45.43,+06,07,13.3,6.24,937
5 Lib,Libra,14,45,57.78,+15,27,34.4,6.33,1109
GW Lib,Libra,15,19,55.35,+25,00,24.5,,0
HD 133131 A,Libra,15,03,35.8,+27,50,28,8.4,0
HD 133131 B,Libra,15,03,35.8,+27,50,28,8.42,0
HD 134701,Libra,15,11,51.55,+16,36,40.16,7.70,0
HD 134796,Libra,15,12,20.95,+16,24,39.86,7.28,0
HE 1523-0901,Libra,15,26,01.07,+09,11,38.9,11.50,0
IC 1059,Libra,14,50,42.54,+00,52,33.1,,0
WISE 1541-2250,Libra,15,41,51.66,+22,50,25.0,,18.6
Gliese 581,Libra,15,19,26.82,+07,43,20.2,10.55,20
KU Lib,Libra,14,40,31.11,+16,12,33.4,7.23,77
HD 134440,Libra,15,10,12.97,+16,27,47.5,9.43,93
HD 141937,Libra,15,52,17.55,+18,26,09.8,7.25,109
HD 140283,Libra,15,43,03.10,+10,56,00.6,7.21,190
33 Lib,Libra,15,29,34.78,+17,26,27.4,6.69,291
HD 134214,Libra,15,09,02.41,+13,59,58.7,7.48,335
ES Lib,Libra,15,16,48.61,+13,02,21.1,7.25,378
HD 136905,Libra,15,23,26.06,+06,36,37.8,7.31,378
HD 141569,Libra,15,49,57.75,+03,55,16.3,7.12,379
HD 133803,Libra,15,07,15.0,+29,30,16,8.12,408
UZ Lib,Libra,15,32,23.21,+08,32,00.9,9.12,525
3 Lib,Libra,14,39,22.01,+25,01,43.0,7.20,663
VZ Lib,Libra,15,31,51.76,+15,41,10.2,10.27,667
WASP-109,Libra,15,28,13.0,+16,24,39,11.4,1076
EH Lib,Libra,14,58,55.92,+00,56,53.1,9.83,1197
FY Lib,Libra,14,57,46.55,+12,26,15.3,7.23,1310
HM Lib,Libra,15,27,48.32,+25,10,10.1,7.54,1940
HD 128598,Libra,14,38,11.78,+14,57,17.2,8.76,3080
HD 139664,Lupus,15,41,11.52,+44,39,38.0,4.64,57
Zeta Lup,Lupus,15,12,17.20,+52,05,56.7,3.41,116
HD 125442,Lupus,14,20,42.55,+45,11,12.8,4.78,149
Kappa1 Lup,Lupus,15,11,56.16,+48,44,15.7,3.88,182
Chi Lup,Lupus,15,50,57.54,+33,37,37.6,3.97,206
Omega Lup,Lupus,15,38,03.32,+42,34,02.9,4.34,230
Psi1 Lup,Lupus,15,39,45.97,+34,24,42.8,4.66,245
